custom_id,report_path,paper_type_primary,paper_type_empirical,paper_type_experimental,relevance_pgg_or_variant,relevance_punishment_or_sanctions,relevance_efficiency_or_related_payoff_outcome,outcomes_primary_outcome_type
10.1016_j.jtbi.2021.110737,literature/output/paper_analysis_reports/broad_all/10.1016_j.jtbi.2021.110737.md,theory,N/A,N/A,exact,exact,close,non_payoff_behavior
10.1088_1367-2630_14_4_043013,literature/output/paper_analysis_reports/broad_all/10.1088_1367-2630_14_4_043013.md,theory,N/A,N/A,exact,exact,close,non_payoff_behavior
10.1088_1367-2630_16_8_083016,literature/output/paper_analysis_reports/broad_all/10.1088_1367-2630_16_8_083016.md,theory,N/A,N/A,exact,exact,close,non_payoff_behavior
10.1098_rsif.2013.1044,literature/output/paper_analysis_reports/broad_all/10.1098_rsif.2013.1044.md,theory,N/A,N/A,exact,exact,close,non_payoff_behavior
10.1177_1474704918756993,literature/output/paper_analysis_reports/broad_all/10.1177_1474704918756993.md,theory,N/A,N/A,exact,exact,close,non_payoff_behavior
10.1371_journal.pcbi.1000758,literature/output/paper_analysis_reports/broad_all/10.1371_journal.pcbi.1000758.md,theory,N/A,N/A,exact,exact,close,non_payoff_behavior
10.1016_j.amc.2024.129156,literature/output/paper_analysis_reports/broad_all/10.1016_j.amc.2024.129156.md,theory,N/A,N/A,exact,exact,close,non_payoff_behavior
10.1016_j.plrev.2014.02.003,literature/output/paper_analysis_reports/broad_all/10.1016_j.plrev.2014.02.003.md,theory,N/A,N/A,exact,exact,close,non_payoff_behavior
10.1016_j.biosystems.2018.10.015,literature/output/paper_analysis_reports/broad_all/10.1016_j.biosystems.2018.10.015.md,theory,N/A,N/A,exact,exact,close,non_payoff_behavior
10.1016_j.physleta.2022.127969,literature/output/paper_analysis_reports/broad_all/10.1016_j.physleta.2022.127969.md,theory,N/A,N/A,exact,exact,close,non_payoff_behavior
10.1088_1674-1056_27_6_060203,literature/output/paper_analysis_reports/broad_all/10.1088_1674-1056_27_6_060203.md,theory,N/A,N/A,exact,exact,close,non_payoff_behavior
10.1088_0253-6102_56_4_07,literature/output/paper_analysis_reports/broad_all/10.1088_0253-6102_56_4_07.md,theory,N/A,N/A,exact,exact,close,mixed
10.1007_978-0-387-72596-3_7,literature/output/paper_analysis_reports/broad_all/10.1007_978-0-387-72596-3_7.md,theory,N/A,N/A,exact,exact,close,mixed
10.1016_j.jtbi.2010.09.034,literature/output/paper_analysis_reports/broad_all/10.1016_j.jtbi.2010.09.034.md,theory,N/A,N/A,exact,exact,close,non_payoff_behavior
10.1146_annurev-resource-091912-151833,literature/output/paper_analysis_reports/broad_all/10.1146_annurev-resource-091912-151833.md,theory,N/A,N/A,exact,exact,close,mixed
10.1111_j.1467-2979.2010.00372.x,literature/output/paper_analysis_reports/broad_all/10.1111_j.1467-2979.2010.00372.x.md,theory,N/A,N/A,exact,exact,close,mixed
10.1177_1529100612474436,literature/output/paper_analysis_reports/broad_all/10.1177_1529100612474436.md,theory,N/A,N/A,exact,exact,close,non_payoff_behavior
10.1007_s40305-021-00350-z,literature/output/paper_analysis_reports/broad_all/10.1007_s40305-021-00350-z.md,theory,N/A,N/A,exact,exact,close,non_payoff_behavior
10.1098_rstb.2015.0100,literature/output/paper_analysis_reports/broad_all/10.1098_rstb.2015.0100.md,theory,N/A,N/A,exact,exact,close,mixed
10.1093_ejil_chaa009,literature/output/paper_analysis_reports/broad_all/10.1093_ejil_chaa009.md,theory,N/A,N/A,exact,exact,close,non_payoff_behavior
10.1007_s11403-022-00363-8,literature/output/paper_analysis_reports/broad_all/10.1007_s11403-022-00363-8.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.chieco.2024.102267,literature/output/paper_analysis_reports/broad_all/10.1016_j.chieco.2024.102267.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.jebo.2013.08.006,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2013.08.006.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.joep.2009.04.004,literature/output/paper_analysis_reports/broad_all/10.1016_j.joep.2009.04.004.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.jpubeco.2015.03.012,literature/output/paper_analysis_reports/broad_all/10.1016_j.jpubeco.2015.03.012.md,empirical,experimental,lab_experiment,exact,exact,exact,mixed
10.1016_j.socec.2018.03.007,literature/output/paper_analysis_reports/broad_all/10.1016_j.socec.2018.03.007.md,empirical,experimental,lab_experiment,exact,exact,exact,mixed
10.1023_b_Exec.0000040559.08652.51,literature/output/paper_analysis_reports/broad_all/10.1023_b_Exec.0000040559.08652.51.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1038_s41598-020-64930-4,literature/output/paper_analysis_reports/broad_all/10.1038_s41598-020-64930-4.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1038_s41598-020-65516-w,literature/output/paper_analysis_reports/broad_all/10.1038_s41598-020-65516-w.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1038_srep42844,literature/output/paper_analysis_reports/broad_all/10.1038_srep42844.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1111_j.1465-7295.2007.00051.x,literature/output/paper_analysis_reports/broad_all/10.1111_j.1465-7295.2007.00051.x.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1111_j.1467-937X.2010.00608.x,literature/output/paper_analysis_reports/broad_all/10.1111_j.1467-937X.2010.00608.x.md,empirical,experimental,lab_experiment,exact,exact,exact,mixed
10.1126_science.1177418,literature/output/paper_analysis_reports/broad_all/10.1126_science.1177418.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1628_093245616x14500948554072,literature/output/paper_analysis_reports/broad_all/10.1628_093245616x14500948554072.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.3390_bs14070601,literature/output/paper_analysis_reports/broad_all/10.3390_bs14070601.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1007_978-3-642-13983-3_11,literature/output/paper_analysis_reports/broad_all/10.1007_978-3-642-13983-3_11.md,empirical,experimental,lab_experiment,exact,exact,exact,mixed
10.1007_s10640-017-0126-7,literature/output/paper_analysis_reports/broad_all/10.1007_s10640-017-0126-7.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.amc.2024.128553,literature/output/paper_analysis_reports/broad_all/10.1016_j.amc.2024.128553.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1093_pnasnexus_pgad091,literature/output/paper_analysis_reports/broad_all/10.1093_pnasnexus_pgad091.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1371_journal.pone.0040325,literature/output/paper_analysis_reports/broad_all/10.1371_journal.pone.0040325.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1007_s10683-014-9402-3,literature/output/paper_analysis_reports/broad_all/10.1007_s10683-014-9402-3.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1007_s10683-017-9527-2,literature/output/paper_analysis_reports/broad_all/10.1007_s10683-017-9527-2.md,empirical,experimental,lab_experiment,exact,exact,exact,mixed
10.1016_j.euroecorev.2010.04.003,literature/output/paper_analysis_reports/broad_all/10.1016_j.euroecorev.2010.04.003.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.geb.2009.09.004,literature/output/paper_analysis_reports/broad_all/10.1016_j.geb.2009.09.004.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.geb.2012.10.011,literature/output/paper_analysis_reports/broad_all/10.1016_j.geb.2012.10.011.md,empirical,experimental,lab_experiment,exact,exact,exact,mixed
10.1016_j.jebo.2009.03.022,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2009.03.022.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.jebo.2016.06.003,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2016.06.003.md,empirical,experimental,lab_experiment,exact,exact,exact,mixed
10.1016_j.jebo.2016.09.015,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2016.09.015.md,empirical,experimental,lab_experiment,exact,exact,exact,mixed
10.1016_j.jebo.2018.12.029,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2018.12.029.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.jebo.2019.05.033,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2019.05.033.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.jebo.2020.10.005,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2020.10.005.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.jebo.2021.02.016,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2021.02.016.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.jebo.2024.04.016,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2024.04.016.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.jesp.2020.104096,literature/output/paper_analysis_reports/broad_all/10.1016_j.jesp.2020.104096.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.joep.2012.10.004,literature/output/paper_analysis_reports/broad_all/10.1016_j.joep.2012.10.004.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.jpubeco.2007.04.008,literature/output/paper_analysis_reports/broad_all/10.1016_j.jpubeco.2007.04.008.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.jpubeco.2009.10.007,literature/output/paper_analysis_reports/broad_all/10.1016_j.jpubeco.2009.10.007.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.jtbi.2011.07.030,literature/output/paper_analysis_reports/broad_all/10.1016_j.jtbi.2011.07.030.md,theory,N/A,N/A,exact,exact,exact,efficiency_or_payoff
10.1016_j.socec.2015.12.002,literature/output/paper_analysis_reports/broad_all/10.1016_j.socec.2015.12.002.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.socec.2018.09.006,literature/output/paper_analysis_reports/broad_all/10.1016_j.socec.2018.09.006.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.socec.2021.101692,literature/output/paper_analysis_reports/broad_all/10.1016_j.socec.2021.101692.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.socec.2023.102091,literature/output/paper_analysis_reports/broad_all/10.1016_j.socec.2023.102091.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1017_xps.2020.10,literature/output/paper_analysis_reports/broad_all/10.1017_xps.2020.10.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1037_npe0000045,literature/output/paper_analysis_reports/broad_all/10.1037_npe0000045.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1037_npe0000169,literature/output/paper_analysis_reports/broad_all/10.1037_npe0000169.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1038_nature05229,literature/output/paper_analysis_reports/broad_all/10.1038_nature05229.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1093_ei_cbi045,literature/output/paper_analysis_reports/broad_all/10.1093_ei_cbi045.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1111_ecin.12974,literature/output/paper_analysis_reports/broad_all/10.1111_ecin.12974.md,empirical,experimental,lab_experiment,exact,exact,exact,mixed
10.1111_j.1467-9779.2011.01515.x,literature/output/paper_analysis_reports/broad_all/10.1111_j.1467-9779.2011.01515.x.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1111_j.1740-1461.2010.01197.x,literature/output/paper_analysis_reports/broad_all/10.1111_j.1740-1461.2010.01197.x.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1111_ssqu.12910,literature/output/paper_analysis_reports/broad_all/10.1111_ssqu.12910.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1126_science.1123633,literature/output/paper_analysis_reports/broad_all/10.1126_science.1123633.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1142_s021759082246002x,literature/output/paper_analysis_reports/broad_all/10.1142_s021759082246002x.md,empirical,experimental,lab_experiment,exact,exact,exact,mixed
10.1177_0190272517703750,literature/output/paper_analysis_reports/broad_all/10.1177_0190272517703750.md,empirical,experimental,lab_experiment,exact,exact,exact,mixed
10.1257_aer.102.7.3317,literature/output/paper_analysis_reports/broad_all/10.1257_aer.102.7.3317.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1257_aer.90.4.980,literature/output/paper_analysis_reports/broad_all/10.1257_aer.90.4.980.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1257_mic.20180336,literature/output/paper_analysis_reports/broad_all/10.1257_mic.20180336.md,empirical,experimental,lab_experiment,exact,exact,exact,mixed
10.1371_journal.pone.0222724,literature/output/paper_analysis_reports/broad_all/10.1371_journal.pone.0222724.md,empirical,experimental,lab_experiment,exact,exact,exact,mixed
10.1371_journal.pone.0263028,literature/output/paper_analysis_reports/broad_all/10.1371_journal.pone.0263028.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1002_bdm.1976,literature/output/paper_analysis_reports/broad_all/10.1002_bdm.1976.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1002_bdm.2050,literature/output/paper_analysis_reports/broad_all/10.1002_bdm.2050.md,empirical,experimental,lab_experiment,exact,exact,exact,mixed
10.1007_s00355-020-01284-w,literature/output/paper_analysis_reports/broad_all/10.1007_s00355-020-01284-w.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1007_s00355-021-01363-6,literature/output/paper_analysis_reports/broad_all/10.1007_s00355-021-01363-6.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1007_s10058-012-0120-z,literature/output/paper_analysis_reports/broad_all/10.1007_s10058-012-0120-z.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1007_s10640-025-00970-6,literature/output/paper_analysis_reports/broad_all/10.1007_s10640-025-00970-6.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1007_s10683-007-9171-3,literature/output/paper_analysis_reports/broad_all/10.1007_s10683-007-9171-3.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1007_s10683-014-9393-0,literature/output/paper_analysis_reports/broad_all/10.1007_s10683-014-9393-0.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1007_s11127-020-00868-5,literature/output/paper_analysis_reports/broad_all/10.1007_s11127-020-00868-5.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1007_s11558-025-09594-3,literature/output/paper_analysis_reports/broad_all/10.1007_s11558-025-09594-3.md,empirical,experimental,lab_experiment,exact,exact,exact,mixed
10.1016_j.econlet.2017.01.016,literature/output/paper_analysis_reports/broad_all/10.1016_j.econlet.2017.01.016.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.euroecorev.2008.09.007,literature/output/paper_analysis_reports/broad_all/10.1016_j.euroecorev.2008.09.007.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.euroecorev.2016.08.004,literature/output/paper_analysis_reports/broad_all/10.1016_j.euroecorev.2016.08.004.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.evolhumbehav.2004.04.002,literature/output/paper_analysis_reports/broad_all/10.1016_j.evolhumbehav.2004.04.002.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.geb.2004.08.007,literature/output/paper_analysis_reports/broad_all/10.1016_j.geb.2004.08.007.md,empirical,experimental,lab_experiment,exact,exact,exact,mixed
10.1016_j.geb.2012.10.001,literature/output/paper_analysis_reports/broad_all/10.1016_j.geb.2012.10.001.md,empirical,experimental,lab_experiment,exact,exact,exact,mixed
10.1016_j.geb.2014.01.002,literature/output/paper_analysis_reports/broad_all/10.1016_j.geb.2014.01.002.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.jebo.2003.06.006,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2003.06.006.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.jebo.2015.09.020,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2015.09.020.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.jebo.2019.03.007,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2019.03.007.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.jebo.2021.05.003,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2021.05.003.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.jebo.2021.05.035,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2021.05.035.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.joep.2013.07.002,literature/output/paper_analysis_reports/broad_all/10.1016_j.joep.2013.07.002.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.joep.2017.03.007,literature/output/paper_analysis_reports/broad_all/10.1016_j.joep.2017.03.007.md,empirical,experimental,lab_experiment,exact,exact,exact,mixed
10.1016_j.jpubeco.2011.05.001,literature/output/paper_analysis_reports/broad_all/10.1016_j.jpubeco.2011.05.001.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.jpubeco.2012.05.014,literature/output/paper_analysis_reports/broad_all/10.1016_j.jpubeco.2012.05.014.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.jpubeco.2012.08.003,literature/output/paper_analysis_reports/broad_all/10.1016_j.jpubeco.2012.08.003.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.jpubeco.2014.10.008,literature/output/paper_analysis_reports/broad_all/10.1016_j.jpubeco.2014.10.008.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.jpubeco.2015.12.012,literature/output/paper_analysis_reports/broad_all/10.1016_j.jpubeco.2015.12.012.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.jpubeco.2016.09.008,literature/output/paper_analysis_reports/broad_all/10.1016_j.jpubeco.2016.09.008.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.physa.2021.126839,literature/output/paper_analysis_reports/broad_all/10.1016_j.physa.2021.126839.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.socec.2018.05.007,literature/output/paper_analysis_reports/broad_all/10.1016_j.socec.2018.05.007.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1017_ehs.2024.41,literature/output/paper_analysis_reports/broad_all/10.1017_ehs.2024.41.md,empirical,experimental,lab_experiment,exact,exact,exact,mixed
10.1037_xge0001004,literature/output/paper_analysis_reports/broad_all/10.1037_xge0001004.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1038_s41562-017-0191-5,literature/output/paper_analysis_reports/broad_all/10.1038_s41562-017-0191-5.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1038_s41598-017-13918-8,literature/output/paper_analysis_reports/broad_all/10.1038_s41598-017-13918-8.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1038_s41598-023-33167-2,literature/output/paper_analysis_reports/broad_all/10.1038_s41598-023-33167-2.md,empirical,experimental,lab_experiment,exact,exact,exact,mixed
10.1038_srep20767,literature/output/paper_analysis_reports/broad_all/10.1038_srep20767.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1038_srep23919,literature/output/paper_analysis_reports/broad_all/10.1038_srep23919.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1057_s41599-019-0249-2,literature/output/paper_analysis_reports/broad_all/10.1057_s41599-019-0249-2.md,empirical,experimental,lab_experiment,exact,exact,exact,mixed
10.1086_731967,literature/output/paper_analysis_reports/broad_all/10.1086_731967.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1093_oep_gpv048,literature/output/paper_analysis_reports/broad_all/10.1093_oep_gpv048.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1093_sf_sov110,literature/output/paper_analysis_reports/broad_all/10.1093_sf_sov110.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1098_rspb.2008.1082,literature/output/paper_analysis_reports/broad_all/10.1098_rspb.2008.1082.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1098_rspb.2011.0252,literature/output/paper_analysis_reports/broad_all/10.1098_rspb.2011.0252.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1111_1475-4932.12073,literature/output/paper_analysis_reports/broad_all/10.1111_1475-4932.12073.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1111_ecin.12713,literature/output/paper_analysis_reports/broad_all/10.1111_ecin.12713.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1111_ecin.12766,literature/output/paper_analysis_reports/broad_all/10.1111_ecin.12766.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1111_j.1467-9442.2006.00444.x,literature/output/paper_analysis_reports/broad_all/10.1111_j.1467-9442.2006.00444.x.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1111_j.1467-9779.2010.01472.x,literature/output/paper_analysis_reports/broad_all/10.1111_j.1467-9779.2010.01472.x.md,empirical,experimental,lab_experiment,exact,exact,exact,mixed
10.1111_j.1467-9779.2011.01520.x,literature/output/paper_analysis_reports/broad_all/10.1111_j.1467-9779.2011.01520.x.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1177_0022002703258795,literature/output/paper_analysis_reports/broad_all/10.1177_0022002703258795.md,empirical,experimental,lab_experiment,exact,exact,exact,mixed
10.1177_0022002708322361,literature/output/paper_analysis_reports/broad_all/10.1177_0022002708322361.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1257_000282803321455359,literature/output/paper_analysis_reports/broad_all/10.1257_000282803321455359.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1371_journal.pone.0064941,literature/output/paper_analysis_reports/broad_all/10.1371_journal.pone.0064941.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1515_bejte-2019-0057,literature/output/paper_analysis_reports/broad_all/10.1515_bejte-2019-0057.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.3389_fnbeh.2015.00107,literature/output/paper_analysis_reports/broad_all/10.3389_fnbeh.2015.00107.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.3389_fnbeh.2016.00053,literature/output/paper_analysis_reports/broad_all/10.3389_fnbeh.2016.00053.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.3389_fnbeh.2016.00180,literature/output/paper_analysis_reports/broad_all/10.3389_fnbeh.2016.00180.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.3390_g12030063,literature/output/paper_analysis_reports/broad_all/10.3390_g12030063.md,empirical,experimental,lab_experiment,exact,exact,exact,mixed
10.4284_sej.2010.76.3.638,literature/output/paper_analysis_reports/broad_all/10.4284_sej.2010.76.3.638.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1007_s00199-007-0212-0,literature/output/paper_analysis_reports/broad_all/10.1007_s00199-007-0212-0.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1007_s00355-015-0884-5,literature/output/paper_analysis_reports/broad_all/10.1007_s00355-015-0884-5.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1007_s10683-014-9405-0,literature/output/paper_analysis_reports/broad_all/10.1007_s10683-014-9405-0.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1007_s12110-002-1012-7,literature/output/paper_analysis_reports/broad_all/10.1007_s12110-002-1012-7.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.chaos.2022.112747,literature/output/paper_analysis_reports/broad_all/10.1016_j.chaos.2022.112747.md,theory,N/A,N/A,exact,exact,exact,efficiency_or_payoff
10.1016_j.euroecorev.2008.09.005,literature/output/paper_analysis_reports/broad_all/10.1016_j.euroecorev.2008.09.005.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.euroecorev.2015.06.004,literature/output/paper_analysis_reports/broad_all/10.1016_j.euroecorev.2015.06.004.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.jebo.2011.01.017,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2011.01.017.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.jebo.2012.06.001,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2012.06.001.md,theory,N/A,N/A,exact,exact,exact,efficiency_or_payoff
10.1016_j.jebo.2014.11.009,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2014.11.009.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.jebo.2015.12.006,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2015.12.006.md,theory,N/A,N/A,exact,exact,exact,efficiency_or_payoff
10.1016_j.jpubeco.2019.104053,literature/output/paper_analysis_reports/broad_all/10.1016_j.jpubeco.2019.104053.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.jpubeco.2021.104429,literature/output/paper_analysis_reports/broad_all/10.1016_j.jpubeco.2021.104429.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.marpol.2019.103673,literature/output/paper_analysis_reports/broad_all/10.1016_j.marpol.2019.103673.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.obhdp.2022.104152,literature/output/paper_analysis_reports/broad_all/10.1016_j.obhdp.2022.104152.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
10.1016_j.physa.2011.10.009,literature/output/paper_analysis_reports/broad_all/10.1016_j.physa.2011.10.009.md,theory,N/A,N/A,exact,exact,exact,mixed
10.1016_j.physleta.2024.130196,literature/output/paper_analysis_reports/broad_all/10.1016_j.physleta.2024.130196.md,theory,N/A,N/A,exact,exact,exact,efficiency_or_payoff
10.1016_j.socec.2013.02.017,literature/output/paper_analysis_reports/broad_all/10.1016_j.socec.2013.02.017.md,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff
