n_filters,count,type_value,citation_value,jcr_value,year_value,discipline_value,collection_id,filter_label,filters_json,set_path
3,25,empirical,,,Q4_newest,bio_evo,type_empirical__year_q4_newest__discipline_bio_evo,type=empirical | year=Q4_newest | discipline=bio_evo,"{""discipline"": ""bio_evo"", ""type"": ""empirical"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_empirical__year_q4_newest__discipline_bio_evo.csv
3,123,empirical,,,Q4_newest,economics,type_empirical__year_q4_newest__discipline_economics,type=empirical | year=Q4_newest | discipline=economics,"{""discipline"": ""economics"", ""type"": ""empirical"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_empirical__year_q4_newest__discipline_economics.csv
3,26,empirical,,,Q4_newest,math_phys_cs,type_empirical__year_q4_newest__discipline_math_phys_cs,type=empirical | year=Q4_newest | discipline=math_phys_cs,"{""discipline"": ""math_phys_cs"", ""type"": ""empirical"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_empirical__year_q4_newest__discipline_math_phys_cs.csv
3,51,empirical,,,Q4_newest,multidisciplinary,type_empirical__year_q4_newest__discipline_multidisciplinary,type=empirical | year=Q4_newest | discipline=multidisciplinary,"{""discipline"": ""multidisciplinary"", ""type"": ""empirical"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_empirical__year_q4_newest__discipline_multidisciplinary.csv
3,7,empirical,,,Q4_newest,other,type_empirical__year_q4_newest__discipline_other,type=empirical | year=Q4_newest | discipline=other,"{""discipline"": ""other"", ""type"": ""empirical"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_empirical__year_q4_newest__discipline_other.csv
3,131,empirical,,,Q4_newest,psych_social,type_empirical__year_q4_newest__discipline_psych_social,type=empirical | year=Q4_newest | discipline=psych_social,"{""discipline"": ""psych_social"", ""type"": ""empirical"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_empirical__year_q4_newest__discipline_psych_social.csv
3,41,theoretical,Q1_lowest,,,bio_evo,type_theoretical__citation_q1_lowest__discipline_bio_evo,type=theoretical | citation=Q1_lowest | discipline=bio_evo,"{""citation"": ""Q1_lowest"", ""discipline"": ""bio_evo"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q1_lowest__discipline_bio_evo.csv
3,56,theoretical,Q1_lowest,,,economics,type_theoretical__citation_q1_lowest__discipline_economics,type=theoretical | citation=Q1_lowest | discipline=economics,"{""citation"": ""Q1_lowest"", ""discipline"": ""economics"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q1_lowest__discipline_economics.csv
3,201,theoretical,Q1_lowest,,,math_phys_cs,type_theoretical__citation_q1_lowest__discipline_math_phys_cs,type=theoretical | citation=Q1_lowest | discipline=math_phys_cs,"{""citation"": ""Q1_lowest"", ""discipline"": ""math_phys_cs"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q1_lowest__discipline_math_phys_cs.csv
3,36,theoretical,Q1_lowest,,,multidisciplinary,type_theoretical__citation_q1_lowest__discipline_multidisciplinary,type=theoretical | citation=Q1_lowest | discipline=multidisciplinary,"{""citation"": ""Q1_lowest"", ""discipline"": ""multidisciplinary"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q1_lowest__discipline_multidisciplinary.csv
3,22,theoretical,Q1_lowest,,,other,type_theoretical__citation_q1_lowest__discipline_other,type=theoretical | citation=Q1_lowest | discipline=other,"{""citation"": ""Q1_lowest"", ""discipline"": ""other"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q1_lowest__discipline_other.csv
3,67,theoretical,Q1_lowest,,,psych_social,type_theoretical__citation_q1_lowest__discipline_psych_social,type=theoretical | citation=Q1_lowest | discipline=psych_social,"{""citation"": ""Q1_lowest"", ""discipline"": ""psych_social"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q1_lowest__discipline_psych_social.csv
3,165,theoretical,Q1_lowest,Q1,,,type_theoretical__citation_q1_lowest__jcr_q1,type=theoretical | citation=Q1_lowest | jcr=Q1,"{""citation"": ""Q1_lowest"", ""jcr"": ""Q1"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q1_lowest__jcr_q1.csv
3,82,theoretical,Q1_lowest,Q2,,,type_theoretical__citation_q1_lowest__jcr_q2,type=theoretical | citation=Q1_lowest | jcr=Q2,"{""citation"": ""Q1_lowest"", ""jcr"": ""Q2"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q1_lowest__jcr_q2.csv
3,64,theoretical,Q1_lowest,Q3,,,type_theoretical__citation_q1_lowest__jcr_q3,type=theoretical | citation=Q1_lowest | jcr=Q3,"{""citation"": ""Q1_lowest"", ""jcr"": ""Q3"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q1_lowest__jcr_q3.csv
3,23,theoretical,Q1_lowest,Q4,,,type_theoretical__citation_q1_lowest__jcr_q4,type=theoretical | citation=Q1_lowest | jcr=Q4,"{""citation"": ""Q1_lowest"", ""jcr"": ""Q4"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q1_lowest__jcr_q4.csv
3,29,theoretical,Q1_lowest,,Q1_oldest,,type_theoretical__citation_q1_lowest__year_q1_oldest,type=theoretical | citation=Q1_lowest | year=Q1_oldest,"{""citation"": ""Q1_lowest"", ""type"": ""theoretical"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q1_lowest__year_q1_oldest.csv
3,52,theoretical,Q1_lowest,,Q2,,type_theoretical__citation_q1_lowest__year_q2,type=theoretical | citation=Q1_lowest | year=Q2,"{""citation"": ""Q1_lowest"", ""type"": ""theoretical"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q1_lowest__year_q2.csv
3,63,theoretical,Q1_lowest,,Q3,,type_theoretical__citation_q1_lowest__year_q3,type=theoretical | citation=Q1_lowest | year=Q3,"{""citation"": ""Q1_lowest"", ""type"": ""theoretical"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q1_lowest__year_q3.csv
3,206,theoretical,Q1_lowest,,Q4_newest,,type_theoretical__citation_q1_lowest__year_q4_newest,type=theoretical | citation=Q1_lowest | year=Q4_newest,"{""citation"": ""Q1_lowest"", ""type"": ""theoretical"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q1_lowest__year_q4_newest.csv
3,49,theoretical,Q2,,,bio_evo,type_theoretical__citation_q2__discipline_bio_evo,type=theoretical | citation=Q2 | discipline=bio_evo,"{""citation"": ""Q2"", ""discipline"": ""bio_evo"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q2__discipline_bio_evo.csv
3,40,theoretical,Q2,,,economics,type_theoretical__citation_q2__discipline_economics,type=theoretical | citation=Q2 | discipline=economics,"{""citation"": ""Q2"", ""discipline"": ""economics"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q2__discipline_economics.csv
3,230,theoretical,Q2,,,math_phys_cs,type_theoretical__citation_q2__discipline_math_phys_cs,type=theoretical | citation=Q2 | discipline=math_phys_cs,"{""citation"": ""Q2"", ""discipline"": ""math_phys_cs"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q2__discipline_math_phys_cs.csv
3,56,theoretical,Q2,,,multidisciplinary,type_theoretical__citation_q2__discipline_multidisciplinary,type=theoretical | citation=Q2 | discipline=multidisciplinary,"{""citation"": ""Q2"", ""discipline"": ""multidisciplinary"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q2__discipline_multidisciplinary.csv
3,20,theoretical,Q2,,,other,type_theoretical__citation_q2__discipline_other,type=theoretical | citation=Q2 | discipline=other,"{""citation"": ""Q2"", ""discipline"": ""other"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q2__discipline_other.csv
3,55,theoretical,Q2,,,psych_social,type_theoretical__citation_q2__discipline_psych_social,type=theoretical | citation=Q2 | discipline=psych_social,"{""citation"": ""Q2"", ""discipline"": ""psych_social"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q2__discipline_psych_social.csv
3,189,theoretical,Q2,Q1,,,type_theoretical__citation_q2__jcr_q1,type=theoretical | citation=Q2 | jcr=Q1,"{""citation"": ""Q2"", ""jcr"": ""Q1"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q2__jcr_q1.csv
3,106,theoretical,Q2,Q2,,,type_theoretical__citation_q2__jcr_q2,type=theoretical | citation=Q2 | jcr=Q2,"{""citation"": ""Q2"", ""jcr"": ""Q2"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q2__jcr_q2.csv
3,59,theoretical,Q2,Q3,,,type_theoretical__citation_q2__jcr_q3,type=theoretical | citation=Q2 | jcr=Q3,"{""citation"": ""Q2"", ""jcr"": ""Q3"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q2__jcr_q3.csv
3,7,theoretical,Q2,Q4,,,type_theoretical__citation_q2__jcr_q4,type=theoretical | citation=Q2 | jcr=Q4,"{""citation"": ""Q2"", ""jcr"": ""Q4"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q2__jcr_q4.csv
3,66,theoretical,Q2,,Q1_oldest,,type_theoretical__citation_q2__year_q1_oldest,type=theoretical | citation=Q2 | year=Q1_oldest,"{""citation"": ""Q2"", ""type"": ""theoretical"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q2__year_q1_oldest.csv
3,100,theoretical,Q2,,Q2,,type_theoretical__citation_q2__year_q2,type=theoretical | citation=Q2 | year=Q2,"{""citation"": ""Q2"", ""type"": ""theoretical"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q2__year_q2.csv
3,108,theoretical,Q2,,Q3,,type_theoretical__citation_q2__year_q3,type=theoretical | citation=Q2 | year=Q3,"{""citation"": ""Q2"", ""type"": ""theoretical"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q2__year_q3.csv
3,104,theoretical,Q2,,Q4_newest,,type_theoretical__citation_q2__year_q4_newest,type=theoretical | citation=Q2 | year=Q4_newest,"{""citation"": ""Q2"", ""type"": ""theoretical"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q2__year_q4_newest.csv
3,91,theoretical,Q3,,,bio_evo,type_theoretical__citation_q3__discipline_bio_evo,type=theoretical | citation=Q3 | discipline=bio_evo,"{""citation"": ""Q3"", ""discipline"": ""bio_evo"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q3__discipline_bio_evo.csv
3,39,theoretical,Q3,,,economics,type_theoretical__citation_q3__discipline_economics,type=theoretical | citation=Q3 | discipline=economics,"{""citation"": ""Q3"", ""discipline"": ""economics"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q3__discipline_economics.csv
3,196,theoretical,Q3,,,math_phys_cs,type_theoretical__citation_q3__discipline_math_phys_cs,type=theoretical | citation=Q3 | discipline=math_phys_cs,"{""citation"": ""Q3"", ""discipline"": ""math_phys_cs"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q3__discipline_math_phys_cs.csv
3,56,theoretical,Q3,,,multidisciplinary,type_theoretical__citation_q3__discipline_multidisciplinary,type=theoretical | citation=Q3 | discipline=multidisciplinary,"{""citation"": ""Q3"", ""discipline"": ""multidisciplinary"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q3__discipline_multidisciplinary.csv
3,19,theoretical,Q3,,,other,type_theoretical__citation_q3__discipline_other,type=theoretical | citation=Q3 | discipline=other,"{""citation"": ""Q3"", ""discipline"": ""other"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q3__discipline_other.csv
3,62,theoretical,Q3,,,psych_social,type_theoretical__citation_q3__discipline_psych_social,type=theoretical | citation=Q3 | discipline=psych_social,"{""citation"": ""Q3"", ""discipline"": ""psych_social"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q3__discipline_psych_social.csv
3,199,theoretical,Q3,Q1,,,type_theoretical__citation_q3__jcr_q1,type=theoretical | citation=Q3 | jcr=Q1,"{""citation"": ""Q3"", ""jcr"": ""Q1"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q3__jcr_q1.csv
3,97,theoretical,Q3,Q2,,,type_theoretical__citation_q3__jcr_q2,type=theoretical | citation=Q3 | jcr=Q2,"{""citation"": ""Q3"", ""jcr"": ""Q2"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q3__jcr_q2.csv
3,68,theoretical,Q3,Q3,,,type_theoretical__citation_q3__jcr_q3,type=theoretical | citation=Q3 | jcr=Q3,"{""citation"": ""Q3"", ""jcr"": ""Q3"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q3__jcr_q3.csv
3,7,theoretical,Q3,Q4,,,type_theoretical__citation_q3__jcr_q4,type=theoretical | citation=Q3 | jcr=Q4,"{""citation"": ""Q3"", ""jcr"": ""Q4"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q3__jcr_q4.csv
3,98,theoretical,Q3,,Q1_oldest,,type_theoretical__citation_q3__year_q1_oldest,type=theoretical | citation=Q3 | year=Q1_oldest,"{""citation"": ""Q3"", ""type"": ""theoretical"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q3__year_q1_oldest.csv
3,125,theoretical,Q3,,Q2,,type_theoretical__citation_q3__year_q2,type=theoretical | citation=Q3 | year=Q2,"{""citation"": ""Q3"", ""type"": ""theoretical"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q3__year_q2.csv
3,119,theoretical,Q3,,Q3,,type_theoretical__citation_q3__year_q3,type=theoretical | citation=Q3 | year=Q3,"{""citation"": ""Q3"", ""type"": ""theoretical"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q3__year_q3.csv
3,41,theoretical,Q3,,Q4_newest,,type_theoretical__citation_q3__year_q4_newest,type=theoretical | citation=Q3 | year=Q4_newest,"{""citation"": ""Q3"", ""type"": ""theoretical"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q3__year_q4_newest.csv
3,119,theoretical,Q4_highest,,,bio_evo,type_theoretical__citation_q4_highest__discipline_bio_evo,type=theoretical | citation=Q4_highest | discipline=bio_evo,"{""citation"": ""Q4_highest"", ""discipline"": ""bio_evo"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q4_highest__discipline_bio_evo.csv
3,33,theoretical,Q4_highest,,,economics,type_theoretical__citation_q4_highest__discipline_economics,type=theoretical | citation=Q4_highest | discipline=economics,"{""citation"": ""Q4_highest"", ""discipline"": ""economics"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q4_highest__discipline_economics.csv
3,109,theoretical,Q4_highest,,,math_phys_cs,type_theoretical__citation_q4_highest__discipline_math_phys_cs,type=theoretical | citation=Q4_highest | discipline=math_phys_cs,"{""citation"": ""Q4_highest"", ""discipline"": ""math_phys_cs"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q4_highest__discipline_math_phys_cs.csv
3,59,theoretical,Q4_highest,,,multidisciplinary,type_theoretical__citation_q4_highest__discipline_multidisciplinary,type=theoretical | citation=Q4_highest | discipline=multidisciplinary,"{""citation"": ""Q4_highest"", ""discipline"": ""multidisciplinary"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q4_highest__discipline_multidisciplinary.csv
3,11,theoretical,Q4_highest,,,other,type_theoretical__citation_q4_highest__discipline_other,type=theoretical | citation=Q4_highest | discipline=other,"{""citation"": ""Q4_highest"", ""discipline"": ""other"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q4_highest__discipline_other.csv
3,48,theoretical,Q4_highest,,,psych_social,type_theoretical__citation_q4_highest__discipline_psych_social,type=theoretical | citation=Q4_highest | discipline=psych_social,"{""citation"": ""Q4_highest"", ""discipline"": ""psych_social"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q4_highest__discipline_psych_social.csv
3,189,theoretical,Q4_highest,Q1,,,type_theoretical__citation_q4_highest__jcr_q1,type=theoretical | citation=Q4_highest | jcr=Q1,"{""citation"": ""Q4_highest"", ""jcr"": ""Q1"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q4_highest__jcr_q1.csv
3,42,theoretical,Q4_highest,Q2,,,type_theoretical__citation_q4_highest__jcr_q2,type=theoretical | citation=Q4_highest | jcr=Q2,"{""citation"": ""Q4_highest"", ""jcr"": ""Q2"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q4_highest__jcr_q2.csv
3,56,theoretical,Q4_highest,Q3,,,type_theoretical__citation_q4_highest__jcr_q3,type=theoretical | citation=Q4_highest | jcr=Q3,"{""citation"": ""Q4_highest"", ""jcr"": ""Q3"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q4_highest__jcr_q3.csv
3,4,theoretical,Q4_highest,Q4,,,type_theoretical__citation_q4_highest__jcr_q4,type=theoretical | citation=Q4_highest | jcr=Q4,"{""citation"": ""Q4_highest"", ""jcr"": ""Q4"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q4_highest__jcr_q4.csv
3,178,theoretical,Q4_highest,,Q1_oldest,,type_theoretical__citation_q4_highest__year_q1_oldest,type=theoretical | citation=Q4_highest | year=Q1_oldest,"{""citation"": ""Q4_highest"", ""type"": ""theoretical"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q4_highest__year_q1_oldest.csv
3,80,theoretical,Q4_highest,,Q2,,type_theoretical__citation_q4_highest__year_q2,type=theoretical | citation=Q4_highest | year=Q2,"{""citation"": ""Q4_highest"", ""type"": ""theoretical"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q4_highest__year_q2.csv
3,36,theoretical,Q4_highest,,Q3,,type_theoretical__citation_q4_highest__year_q3,type=theoretical | citation=Q4_highest | year=Q3,"{""citation"": ""Q4_highest"", ""type"": ""theoretical"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q4_highest__year_q3.csv
3,11,theoretical,Q4_highest,,Q4_newest,,type_theoretical__citation_q4_highest__year_q4_newest,type=theoretical | citation=Q4_highest | year=Q4_newest,"{""citation"": ""Q4_highest"", ""type"": ""theoretical"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q4_highest__year_q4_newest.csv
3,114,theoretical,,Q1,,bio_evo,type_theoretical__jcr_q1__discipline_bio_evo,type=theoretical | jcr=Q1 | discipline=bio_evo,"{""discipline"": ""bio_evo"", ""jcr"": ""Q1"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__jcr_q1__discipline_bio_evo.csv
3,37,theoretical,,Q1,,economics,type_theoretical__jcr_q1__discipline_economics,type=theoretical | jcr=Q1 | discipline=economics,"{""discipline"": ""economics"", ""jcr"": ""Q1"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__jcr_q1__discipline_economics.csv
3,307,theoretical,,Q1,,math_phys_cs,type_theoretical__jcr_q1__discipline_math_phys_cs,type=theoretical | jcr=Q1 | discipline=math_phys_cs,"{""discipline"": ""math_phys_cs"", ""jcr"": ""Q1"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__jcr_q1__discipline_math_phys_cs.csv
3,198,theoretical,,Q1,,multidisciplinary,type_theoretical__jcr_q1__discipline_multidisciplinary,type=theoretical | jcr=Q1 | discipline=multidisciplinary,"{""discipline"": ""multidisciplinary"", ""jcr"": ""Q1"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__jcr_q1__discipline_multidisciplinary.csv
3,41,theoretical,,Q1,,other,type_theoretical__jcr_q1__discipline_other,type=theoretical | jcr=Q1 | discipline=other,"{""discipline"": ""other"", ""jcr"": ""Q1"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__jcr_q1__discipline_other.csv
3,114,theoretical,,Q1,,psych_social,type_theoretical__jcr_q1__discipline_psych_social,type=theoretical | jcr=Q1 | discipline=psych_social,"{""discipline"": ""psych_social"", ""jcr"": ""Q1"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__jcr_q1__discipline_psych_social.csv
3,151,theoretical,,Q1,Q1_oldest,,type_theoretical__jcr_q1__year_q1_oldest,type=theoretical | jcr=Q1 | year=Q1_oldest,"{""jcr"": ""Q1"", ""type"": ""theoretical"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__jcr_q1__year_q1_oldest.csv
3,175,theoretical,,Q1,Q2,,type_theoretical__jcr_q1__year_q2,type=theoretical | jcr=Q1 | year=Q2,"{""jcr"": ""Q1"", ""type"": ""theoretical"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__jcr_q1__year_q2.csv
3,169,theoretical,,Q1,Q3,,type_theoretical__jcr_q1__year_q3,type=theoretical | jcr=Q1 | year=Q3,"{""jcr"": ""Q1"", ""type"": ""theoretical"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__jcr_q1__year_q3.csv
3,247,theoretical,,Q1,Q4_newest,,type_theoretical__jcr_q1__year_q4_newest,type=theoretical | jcr=Q1 | year=Q4_newest,"{""jcr"": ""Q1"", ""type"": ""theoretical"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__jcr_q1__year_q4_newest.csv
3,26,theoretical,,Q2,,bio_evo,type_theoretical__jcr_q2__discipline_bio_evo,type=theoretical | jcr=Q2 | discipline=bio_evo,"{""discipline"": ""bio_evo"", ""jcr"": ""Q2"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__jcr_q2__discipline_bio_evo.csv
3,54,theoretical,,Q2,,economics,type_theoretical__jcr_q2__discipline_economics,type=theoretical | jcr=Q2 | discipline=economics,"{""discipline"": ""economics"", ""jcr"": ""Q2"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__jcr_q2__discipline_economics.csv
3,226,theoretical,,Q2,,math_phys_cs,type_theoretical__jcr_q2__discipline_math_phys_cs,type=theoretical | jcr=Q2 | discipline=math_phys_cs,"{""discipline"": ""math_phys_cs"", ""jcr"": ""Q2"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__jcr_q2__discipline_math_phys_cs.csv
3,6,theoretical,,Q2,,multidisciplinary,type_theoretical__jcr_q2__discipline_multidisciplinary,type=theoretical | jcr=Q2 | discipline=multidisciplinary,"{""discipline"": ""multidisciplinary"", ""jcr"": ""Q2"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__jcr_q2__discipline_multidisciplinary.csv
3,12,theoretical,,Q2,,other,type_theoretical__jcr_q2__discipline_other,type=theoretical | jcr=Q2 | discipline=other,"{""discipline"": ""other"", ""jcr"": ""Q2"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__jcr_q2__discipline_other.csv
